NORTH WEST,DR. K. KAUNDA,600105308,9225144,VENTERSDORP HIGH SCHOOL,5,0,9,9,100.0,0,12,12,100.0,0,12,11,91.7
NORTH WEST,DR. K. KAUNDA,600102324,9215146,VUYANIMAWETHU SECONDARY SCHOOL,3,0,142,96,67.6,0,137,91,66.4,10,115,88,76.5
NORTH WEST,DR. K. KAUNDA,600102335,9215149,WESVALIA HIGH SCHOOL,5,0,142,142,100.0,0,136,136,100.0,0,143,143,100.0
NORTH WEST,DR. K. KAUNDA,600105342,9215188,WHITESTONE COLLEGE KLERKSDORP,99,0,0,0,,0,3,3,100.0,0,7,5,71.4
NORTH WEST,DR. K. KAUNDA,600102344,9205150,WOLMARANSSTAD HIGH SCHOOL,4,0,67,67,100.0,0,94,92,97.9,4,75,73,97.3
NORTH WEST,DR. R.S. MOMPATI,600100094,9313007,BATLHAPING HIGH SCHOOL,1,0,134,100,74.6,0,147,103,70.1,0,168,111,66.1
NORTH WEST,DR. R.S. MOMPATI,600100431,9355008,BLOEMHOF COMBINED,4,0,36,34,94.4,3,32,27,84.4,0,43,34,79.1
NORTH WEST,DR. R.S. MOMPATI,600100135,9313011,BOGOSING HIGH SCHOOL,1,0,69,33,47.8,0,125,58,46.4,0,97,59,60.8
NORTH WEST,DR. R.S. MOMPATI,600100185,9333017,BOPAGANANG PUBLIC SCHOOL,3,31,112,76,67.9,14,112,93,83.0,3,95,87,91.6
NORTH WEST,DR. R.S. MOMPATI,600100191,9323018,BORE SECONDARY SCHOOL,2,19,64,49,76.6,11,71,57,80.3,0,96,87,90.6
NORTH WEST,DR. R.S. MOMPATI,600100219,9323022,BRAY INTERMEDIATE SCHOOL,1,5,31,10,32.3,0,33,29,87.9,0,49,28,57.1
NORTH WEST,DR. R.S. MOMPATI,600100237,9313023,CHOSENG SECONDARY SCHOOL,1,14,94,73,77.7,0,79,63,79.7,0,107,77,72.0
NORTH WEST,DR. R.S. MOMPATI,600100239,9355015,CHRISTIANA COMBINED,4,0,32,32,100.0,2,41,32,78.0,4,62,56,90.3
NORTH WEST,DR. R.S. MOMPATI,600105106,9353234,CHRISTIANA SCHOOL FOR THE BLIND,99,4,13,12,92.3,0,8,7,87.5,4,12,10,83.3
NORTH WEST,DR. R.S. MOMPATI,600100245,9333025,COLINDA SECONDARY,3,28,65,38,58.5,50,110,41,37.3,41,108,66,61.1
NORTH WEST,DR. R.S. MOMPATI,600100311,9323032,DITEHO SECONDARY SCHOOL,1,7,48,42,87.5,0,50,49,98.0,0,70,65,92.9
NORTH WEST,DR. R.S. MOMPATI,600100384,9313034,GABOBIDIWE HIGH SCHOOL,2,38,127,85,66.9,0,99,77,77.8,5,97,82,84.5
